Device_ID,Timestamp,Reminder_Type,Scheduled_Time,Reminder_Sent,Acknowledged,Scheduled_DateTime,Type_Appointment,Type_Exercise,Type_Hydration,Type_Medication,Hour,Day_of_Week,Time_of_Day,Is_Weekend,Adherence,Priority,Priority_Score
D6405,2025-01-27 11:05:00,Medication,08:30:00,0,0,2025-01-27 08:30:00,False,False,False,True,8,0,Morning,0,,High,3
D6406,2025-01-28 13:04:00,Appointment,08:00:00,0,0,2025-01-28 08:00:00,True,False,False,False,8,1,Morning,0,,High,3
D6407,2025-01-19 05:47:00,Medication,16:30:00,1,1,2025-01-19 16:30:00,False,False,False,True,16,6,Afternoon,1,1.0,High,3
D6408,2025-01-15 06:57:00,Medication,12:00:00,1,1,2025-01-15 12:00:00,False,False,False,True,12,2,Afternoon,0,1.0,High,3
D6409,2025-01-20 19:46:00,Appointment,22:00:00,0,0,2025-01-20 22:00:00,True,False,False,False,22,0,Night,0,,High,3
D6410,2025-01-23 21:57:00,Hydration,17:30:00,0,0,2025-01-23 17:30:00,False,False,True,False,17,3,Evening,0,,Medium,2
D6411,2025-01-02 16:50:00,Exercise,11:00:00,1,1,2025-01-02 11:00:00,False,True,False,False,11,3,Morning,0,1.0,Medium,2
D6412,2025-01-01 02:57:00,Hydration,15:30:00,0,0,2025-01-01 15:30:00,False,False,True,False,15,2,Afternoon,0,,Medium,2
D6413,2025-01-02 18:04:00,Hydration,20:30:00,0,0,2025-01-02 20:30:00,False,False,True,False,20,3,Evening,0,,Medium,2
D6414,2025-01-19 03:57:00,Exercise,10:30:00,1,1,2025-01-19 10:30:00,False,True,False,False,10,6,Morning,1,1.0,Medium,2
D6415,2025-01-16 04:43:00,Medication,19:00:00,0,0,2025-01-16 19:00:00,False,False,False,True,19,3,Evening,0,,High,3
D6416,2025-01-24 21:24:00,Appointment,14:30:00,1,1,2025-01-24 14:30:00,True,False,False,False,14,4,Afternoon,0,1.0,High,3
D6417,2025-01-24 19:25:00,Exercise,17:30:00,1,1,2025-01-24 17:30:00,False,True,False,False,17,4,Evening,0,1.0,Medium,2
D6418,2025-01-05 11:11:00,Exercise,16:00:00,1,1,2025-01-05 16:00:00,False,True,False,False,16,6,Afternoon,1,1.0,Medium,2
D6419,2025-01-07 04:18:00,Appointment,08:30:00,0,0,2025-01-07 08:30:00,True,False,False,False,8,1,Morning,0,,High,3
D6420,2025-01-15 07:58:00,Appointment,12:30:00,0,0,2025-01-15 12:30:00,True,False,False,False,12,2,Afternoon,0,,High,3
D6421,2025-01-13 07:45:00,Hydration,16:30:00,0,0,2025-01-13 16:30:00,False,False,True,False,16,0,Afternoon,0,,Medium,2
D6422,2025-01-07 14:41:00,Exercise,22:30:00,1,1,2025-01-07 22:30:00,False,True,False,False,22,1,Night,0,1.0,Medium,2
D6423,2025-01-18 12:05:00,Medication,19:00:00,0,0,2025-01-18 19:00:00,False,False,False,True,19,5,Evening,1,,High,3
D6424,2025-01-05 07:28:00,Medication,07:30:00,0,0,2025-01-05 07:30:00,False,False,False,True,7,6,Morning,1,,High,3
D6425,2025-01-04 05:56:00,Medication,09:00:00,0,0,2025-01-04 09:00:00,False,False,False,True,9,5,Morning,1,,High,3
D6426,2025-01-11 00:49:00,Appointment,14:00:00,0,0,2025-01-11 14:00:00,True,False,False,False,14,5,Afternoon,1,,High,3
D6427,2025-01-27 03:26:00,Appointment,16:30:00,0,0,2025-01-27 16:30:00,True,False,False,False,16,0,Afternoon,0,,High,3
D6428,2025-01-11 10:59:00,Hydration,11:00:00,1,1,2025-01-11 11:00:00,False,False,True,False,11,5,Morning,1,1.0,Medium,2
D6429,2025-01-23 11:31:00,Exercise,09:30:00,1,0,2025-01-23 09:30:00,False,True,False,False,9,3,Morning,0,0.0,Medium,2
D6430,2025-01-20 21:28:00,Appointment,10:30:00,1,1,2025-01-20 10:30:00,True,False,False,False,10,0,Morning,0,1.0,High,3
D6431,2025-01-24 03:07:00,Medication,20:30:00,0,0,2025-01-24 20:30:00,False,False,False,True,20,4,Evening,0,,High,3
D6432,2025-01-18 12:01:00,Medication,19:30:00,1,1,2025-01-18 19:30:00,False,False,False,True,19,5,Evening,1,1.0,High,3
D6433,2025-01-05 18:34:00,Hydration,15:30:00,0,0,2025-01-05 15:30:00,False,False,True,False,15,6,Afternoon,1,,Medium,2
D6434,2025-01-16 01:21:00,Hydration,11:30:00,0,0,2025-01-16 11:30:00,False,False,True,False,11,3,Morning,0,,Medium,2
D6435,2025-01-14 03:47:00,Appointment,22:00:00,0,0,2025-01-14 22:00:00,True,False,False,False,22,1,Night,0,,High,3
D6436,2025-01-30 02:12:00,Appointment,07:00:00,1,1,2025-01-30 07:00:00,True,False,False,False,7,3,Morning,0,1.0,High,3
D6437,2025-01-02 02:28:00,Appointment,19:30:00,0,0,2025-01-02 19:30:00,True,False,False,False,19,3,Evening,0,,High,3
D6438,2025-01-15 07:53:00,Exercise,11:00:00,0,0,2025-01-15 11:00:00,False,True,False,False,11,2,Morning,0,,Medium,2
D6439,2025-01-24 16:44:00,Medication,21:30:00,1,1,2025-01-24 21:30:00,False,False,False,True,21,4,Evening,0,1.0,High,3
D6440,2025-01-30 10:21:00,Appointment,07:00:00,0,0,2025-01-30 07:00:00,True,False,False,False,7,3,Morning,0,,High,3
D6441,2025-01-27 09:54:00,Medication,15:00:00,0,0,2025-01-27 15:00:00,False,False,False,True,15,0,Afternoon,0,,High,3
D6442,2025-01-01 15:22:00,Exercise,07:30:00,1,1,2025-01-01 07:30:00,False,True,False,False,7,2,Morning,0,1.0,Medium,2
D6443,2025-01-13 15:42:00,Medication,07:30:00,1,1,2025-01-13 07:30:00,False,False,False,True,7,0,Morning,0,1.0,High,3
D6444,2025-01-10 16:20:00,Hydration,14:30:00,1,1,2025-01-10 14:30:00,False,False,True,False,14,4,Afternoon,0,1.0,Medium,2
D6445,2025-01-30 12:32:00,Appointment,07:30:00,0,0,2025-01-30 07:30:00,True,False,False,False,7,3,Morning,0,,High,3
D6446,2025-01-02 18:58:00,Medication,15:30:00,0,0,2025-01-02 15:30:00,False,False,False,True,15,3,Afternoon,0,,High,3
D6447,2025-01-20 21:14:00,Appointment,07:30:00,0,0,2025-01-20 07:30:00,True,False,False,False,7,0,Morning,0,,High,3
D6448,2025-01-25 13:11:00,Exercise,21:00:00,0,0,2025-01-25 21:00:00,False,True,False,False,21,5,Evening,1,,Medium,2
D6449,2025-01-27 09:39:00,Exercise,22:00:00,1,1,2025-01-27 22:00:00,False,True,False,False,22,0,Night,0,1.0,Medium,2
D6450,2025-01-19 15:30:00,Appointment,22:00:00,0,0,2025-01-19 22:00:00,True,False,False,False,22,6,Night,1,,High,3
D6451,2025-01-24 11:41:00,Hydration,10:30:00,0,0,2025-01-24 10:30:00,False,False,True,False,10,4,Morning,0,,Medium,2
D6452,2025-01-11 13:24:00,Hydration,19:30:00,1,0,2025-01-11 19:30:00,False,False,True,False,19,5,Evening,1,0.0,Medium,2
D6453,2025-01-01 21:21:00,Appointment,10:00:00,0,0,2025-01-01 10:00:00,True,False,False,False,10,2,Morning,0,,High,3
D6454,2025-01-11 08:51:00,Hydration,16:30:00,1,1,2025-01-11 16:30:00,False,False,True,False,16,5,Afternoon,1,1.0,Medium,2
D6455,2025-01-27 02:41:00,Medication,08:30:00,1,1,2025-01-27 08:30:00,False,False,False,True,8,0,Morning,0,1.0,High,3
D6456,2025-01-10 15:54:00,Hydration,10:00:00,1,1,2025-01-10 10:00:00,False,False,True,False,10,4,Morning,0,1.0,Medium,2
D6457,2025-01-21 10:42:00,Exercise,06:30:00,0,0,2025-01-21 06:30:00,False,True,False,False,6,1,Morning,0,,Medium,2
D6458,2025-01-09 10:59:00,Hydration,11:30:00,1,0,2025-01-09 11:30:00,False,False,True,False,11,3,Morning,0,0.0,Medium,2
D6459,2025-01-04 21:45:00,Exercise,15:00:00,0,0,2025-01-04 15:00:00,False,True,False,False,15,5,Afternoon,1,,Medium,2
D6460,2025-01-17 23:01:00,Exercise,10:30:00,1,0,2025-01-17 10:30:00,False,True,False,False,10,4,Morning,0,0.0,Medium,2
D6461,2025-01-03 16:33:00,Hydration,14:30:00,1,1,2025-01-03 14:30:00,False,False,True,False,14,4,Afternoon,0,1.0,Medium,2
D6462,2025-01-23 18:59:00,Appointment,06:30:00,0,0,2025-01-23 06:30:00,True,False,False,False,6,3,Morning,0,,High,3
D6463,2025-01-26 22:55:00,Exercise,10:30:00,1,0,2025-01-26 10:30:00,False,True,False,False,10,6,Morning,1,0.0,Medium,2
D6464,2025-01-09 19:41:00,Exercise,16:00:00,1,0,2025-01-09 16:00:00,False,True,False,False,16,3,Afternoon,0,0.0,Medium,2
D6465,2025-01-19 06:34:00,Appointment,13:00:00,0,0,2025-01-19 13:00:00,True,False,False,False,13,6,Afternoon,1,,High,3
D6466,2025-01-15 05:23:00,Hydration,09:00:00,1,1,2025-01-15 09:00:00,False,False,True,False,9,2,Morning,0,1.0,Medium,2
D6467,2025-01-12 23:02:00,Hydration,15:30:00,0,0,2025-01-12 15:30:00,False,False,True,False,15,6,Afternoon,1,,Medium,2
D6468,2025-01-26 03:58:00,Medication,09:00:00,1,1,2025-01-26 09:00:00,False,False,False,True,9,6,Morning,1,1.0,High,3
D6469,2025-01-29 01:59:00,Hydration,21:00:00,1,1,2025-01-29 21:00:00,False,False,True,False,21,2,Evening,0,1.0,Medium,2
D6470,2025-01-30 09:03:00,Hydration,11:00:00,1,1,2025-01-30 11:00:00,False,False,True,False,11,3,Morning,0,1.0,Medium,2
D6471,2025-01-30 18:28:00,Medication,16:00:00,1,1,2025-01-30 16:00:00,False,False,False,True,16,3,Afternoon,0,1.0,High,3
D6472,2025-01-09 01:14:00,Hydration,17:30:00,0,0,2025-01-09 17:30:00,False,False,True,False,17,3,Evening,0,,Medium,2
D6473,2025-01-06 13:56:00,Appointment,17:00:00,1,0,2025-01-06 17:00:00,True,False,False,False,17,0,Evening,0,0.0,High,3
D6474,2025-01-07 18:06:00,Medication,19:00:00,1,0,2025-01-07 19:00:00,False,False,False,True,19,1,Evening,0,0.0,High,3
D6475,2025-01-19 02:31:00,Exercise,09:00:00,1,1,2025-01-19 09:00:00,False,True,False,False,9,6,Morning,1,1.0,Medium,2
D6476,2025-01-30 06:47:00,Medication,11:30:00,1,1,2025-01-30 11:30:00,False,False,False,True,11,3,Morning,0,1.0,High,3
D6477,2025-01-13 01:15:00,Exercise,16:00:00,1,1,2025-01-13 16:00:00,False,True,False,False,16,0,Afternoon,0,1.0,Medium,2
D6478,2025-01-25 10:16:00,Exercise,08:00:00,0,0,2025-01-25 08:00:00,False,True,False,False,8,5,Morning,1,,Medium,2
D6479,2025-01-23 16:26:00,Exercise,13:30:00,0,0,2025-01-23 13:30:00,False,True,False,False,13,3,Afternoon,0,,Medium,2
D6480,2025-01-19 08:12:00,Exercise,07:00:00,0,0,2025-01-19 07:00:00,False,True,False,False,7,6,Morning,1,,Medium,2
D6481,2025-01-12 23:34:00,Exercise,21:00:00,1,1,2025-01-12 21:00:00,False,True,False,False,21,6,Evening,1,1.0,Medium,2
D6482,2025-01-22 18:54:00,Medication,16:30:00,0,0,2025-01-22 16:30:00,False,False,False,True,16,2,Afternoon,0,,High,3
D6483,2025-01-24 12:27:00,Hydration,15:00:00,1,1,2025-01-24 15:00:00,False,False,True,False,15,4,Afternoon,0,1.0,Medium,2
D6484,2025-01-26 05:44:00,Hydration,19:30:00,0,0,2025-01-26 19:30:00,False,False,True,False,19,6,Evening,1,,Medium,2
D6485,2025-01-14 03:31:00,Hydration,15:30:00,1,0,2025-01-14 15:30:00,False,False,True,False,15,1,Afternoon,0,0.0,Medium,2
D6486,2025-01-11 12:33:00,Medication,08:00:00,0,0,2025-01-11 08:00:00,False,False,False,True,8,5,Morning,1,,High,3
D6487,2025-01-09 11:38:00,Exercise,09:00:00,0,0,2025-01-09 09:00:00,False,True,False,False,9,3,Morning,0,,Medium,2
D6488,2025-01-03 20:50:00,Medication,14:30:00,1,1,2025-01-03 14:30:00,False,False,False,True,14,4,Afternoon,0,1.0,High,3
D6489,2025-01-16 23:07:00,Appointment,10:30:00,1,1,2025-01-16 10:30:00,True,False,False,False,10,3,Morning,0,1.0,High,3
D6490,2025-01-25 01:02:00,Appointment,20:00:00,1,1,2025-01-25 20:00:00,True,False,False,False,20,5,Evening,1,1.0,High,3
D6491,2025-01-22 05:11:00,Exercise,20:00:00,0,0,2025-01-22 20:00:00,False,True,False,False,20,2,Evening,0,,Medium,2
D6492,2025-01-25 17:35:00,Medication,12:30:00,1,1,2025-01-25 12:30:00,False,False,False,True,12,5,Afternoon,1,1.0,High,3
D6493,2025-01-24 10:55:00,Exercise,12:30:00,0,0,2025-01-24 12:30:00,False,True,False,False,12,4,Afternoon,0,,Medium,2
D6494,2025-01-28 14:09:00,Medication,17:30:00,0,0,2025-01-28 17:30:00,False,False,False,True,17,1,Evening,0,,High,3
D6495,2025-01-08 20:05:00,Medication,13:00:00,1,1,2025-01-08 13:00:00,False,False,False,True,13,2,Afternoon,0,1.0,High,3
D6496,2025-01-08 17:34:00,Hydration,19:30:00,1,1,2025-01-08 19:30:00,False,False,True,False,19,2,Evening,0,1.0,Medium,2
D6497,2025-01-29 09:45:00,Appointment,13:30:00,1,0,2025-01-29 13:30:00,True,False,False,False,13,2,Afternoon,0,0.0,High,3
D6498,2025-01-01 19:59:00,Appointment,06:00:00,0,0,2025-01-01 06:00:00,True,False,False,False,6,2,Morning,0,,High,3
D6499,2025-01-13 14:02:00,Appointment,15:00:00,1,0,2025-01-13 15:00:00,True,False,False,False,15,0,Afternoon,0,0.0,High,3
D6500,2025-01-15 20:22:00,Exercise,11:30:00,0,0,2025-01-15 11:30:00,False,True,False,False,11,2,Morning,0,,Medium,2
D6501,2025-01-22 19:08:00,Hydration,18:00:00,1,1,2025-01-22 18:00:00,False,False,True,False,18,2,Evening,0,1.0,Medium,2
D6502,2025-01-18 18:39:00,Hydration,18:30:00,0,0,2025-01-18 18:30:00,False,False,True,False,18,5,Evening,1,,Medium,2
D6503,2025-01-04 05:33:00,Hydration,20:00:00,1,1,2025-01-04 20:00:00,False,False,True,False,20,5,Evening,1,1.0,Medium,2
D6504,2025-01-12 12:19:00,Exercise,19:30:00,1,0,2025-01-12 19:30:00,False,True,False,False,19,6,Evening,1,0.0,Medium,2
D6505,2025-01-06 16:31:00,Appointment,18:00:00,1,1,2025-01-06 18:00:00,True,False,False,False,18,0,Evening,0,1.0,High,3
D6506,2025-01-01 17:47:00,Exercise,19:00:00,1,1,2025-01-01 19:00:00,False,True,False,False,19,2,Evening,0,1.0,Medium,2
D6507,2025-01-13 23:51:00,Medication,22:30:00,1,1,2025-01-13 22:30:00,False,False,False,True,22,0,Night,0,1.0,High,3
D6508,2025-01-12 00:05:00,Medication,20:00:00,1,0,2025-01-12 20:00:00,False,False,False,True,20,6,Evening,1,0.0,High,3
D6509,2025-01-11 12:25:00,Appointment,10:00:00,1,1,2025-01-11 10:00:00,True,False,False,False,10,5,Morning,1,1.0,High,3
D6510,2025-01-02 13:44:00,Hydration,13:30:00,0,0,2025-01-02 13:30:00,False,False,True,False,13,3,Afternoon,0,,Medium,2
D6511,2025-01-13 05:40:00,Hydration,17:00:00,0,0,2025-01-13 17:00:00,False,False,True,False,17,0,Evening,0,,Medium,2
D6512,2025-01-25 14:31:00,Medication,08:00:00,0,0,2025-01-25 08:00:00,False,False,False,True,8,5,Morning,1,,High,3
D6513,2025-01-20 11:50:00,Hydration,16:30:00,0,0,2025-01-20 16:30:00,False,False,True,False,16,0,Afternoon,0,,Medium,2
D6514,2025-01-18 00:51:00,Hydration,22:30:00,0,0,2025-01-18 22:30:00,False,False,True,False,22,5,Night,1,,Medium,2
D6515,2025-01-16 02:03:00,Hydration,10:30:00,0,0,2025-01-16 10:30:00,False,False,True,False,10,3,Morning,0,,Medium,2
D6516,2025-01-30 00:41:00,Hydration,15:30:00,0,0,2025-01-30 15:30:00,False,False,True,False,15,3,Afternoon,0,,Medium,2
D6517,2025-01-17 06:16:00,Appointment,14:00:00,0,0,2025-01-17 14:00:00,True,False,False,False,14,4,Afternoon,0,,High,3
D6518,2025-01-15 18:07:00,Hydration,15:30:00,1,0,2025-01-15 15:30:00,False,False,True,False,15,2,Afternoon,0,0.0,Medium,2
D6519,2025-01-23 17:04:00,Medication,19:00:00,0,0,2025-01-23 19:00:00,False,False,False,True,19,3,Evening,0,,High,3
D6520,2025-01-21 01:59:00,Exercise,10:00:00,1,1,2025-01-21 10:00:00,False,True,False,False,10,1,Morning,0,1.0,Medium,2
D6521,2025-01-19 17:25:00,Medication,22:30:00,1,1,2025-01-19 22:30:00,False,False,False,True,22,6,Night,1,1.0,High,3
D6522,2025-01-30 17:11:00,Appointment,11:30:00,0,0,2025-01-30 11:30:00,True,False,False,False,11,3,Morning,0,,High,3
D6523,2025-01-19 05:00:00,Hydration,06:30:00,0,0,2025-01-19 06:30:00,False,False,True,False,6,6,Morning,1,,Medium,2
D6524,2025-01-13 07:38:00,Appointment,17:30:00,1,1,2025-01-13 17:30:00,True,False,False,False,17,0,Evening,0,1.0,High,3
D6525,2025-01-14 11:37:00,Hydration,18:00:00,0,0,2025-01-14 18:00:00,False,False,True,False,18,1,Evening,0,,Medium,2
D6526,2025-01-13 03:18:00,Appointment,14:00:00,0,0,2025-01-13 14:00:00,True,False,False,False,14,0,Afternoon,0,,High,3
D6527,2025-01-10 06:05:00,Appointment,07:30:00,0,0,2025-01-10 07:30:00,True,False,False,False,7,4,Morning,0,,High,3
D6528,2025-01-07 00:17:00,Exercise,18:30:00,1,0,2025-01-07 18:30:00,False,True,False,False,18,1,Evening,0,0.0,Medium,2
D6529,2025-01-25 05:44:00,Exercise,06:00:00,1,0,2025-01-25 06:00:00,False,True,False,False,6,5,Morning,1,0.0,Medium,2
D6530,2025-01-08 12:42:00,Exercise,18:00:00,0,0,2025-01-08 18:00:00,False,True,False,False,18,2,Evening,0,,Medium,2
D6531,2025-01-17 05:17:00,Medication,21:00:00,1,1,2025-01-17 21:00:00,False,False,False,True,21,4,Evening,0,1.0,High,3
D6532,2025-01-29 16:02:00,Medication,06:30:00,0,0,2025-01-29 06:30:00,False,False,False,True,6,2,Morning,0,,High,3
D6533,2025-01-29 06:30:00,Hydration,12:00:00,1,1,2025-01-29 12:00:00,False,False,True,False,12,2,Afternoon,0,1.0,Medium,2
D6534,2025-01-15 15:17:00,Medication,20:30:00,1,1,2025-01-15 20:30:00,False,False,False,True,20,2,Evening,0,1.0,High,3
D6535,2025-01-01 18:55:00,Appointment,17:00:00,1,1,2025-01-01 17:00:00,True,False,False,False,17,2,Evening,0,1.0,High,3
D6536,2025-01-01 15:45:00,Hydration,09:00:00,1,1,2025-01-01 09:00:00,False,False,True,False,9,2,Morning,0,1.0,Medium,2
D6537,2025-01-03 02:12:00,Exercise,22:00:00,0,0,2025-01-03 22:00:00,False,True,False,False,22,4,Night,0,,Medium,2
D6538,2025-01-11 22:25:00,Exercise,11:30:00,1,0,2025-01-11 11:30:00,False,True,False,False,11,5,Morning,1,0.0,Medium,2
D6539,2025-01-15 14:52:00,Exercise,11:00:00,1,0,2025-01-15 11:00:00,False,True,False,False,11,2,Morning,0,0.0,Medium,2
D6540,2025-01-22 14:24:00,Exercise,13:00:00,1,1,2025-01-22 13:00:00,False,True,False,False,13,2,Afternoon,0,1.0,Medium,2
D6541,2025-01-07 13:22:00,Hydration,06:00:00,0,0,2025-01-07 06:00:00,False,False,True,False,6,1,Morning,0,,Medium,2
D6542,2025-01-03 20:21:00,Hydration,21:00:00,1,1,2025-01-03 21:00:00,False,False,True,False,21,4,Evening,0,1.0,Medium,2
D6543,2025-01-26 05:18:00,Appointment,08:30:00,1,1,2025-01-26 08:30:00,True,False,False,False,8,6,Morning,1,1.0,High,3
D6544,2025-01-11 19:37:00,Hydration,16:30:00,1,1,2025-01-11 16:30:00,False,False,True,False,16,5,Afternoon,1,1.0,Medium,2
D6545,2025-01-13 22:50:00,Hydration,06:00:00,0,0,2025-01-13 06:00:00,False,False,True,False,6,0,Morning,0,,Medium,2
D6546,2025-01-03 03:53:00,Appointment,22:00:00,1,0,2025-01-03 22:00:00,True,False,False,False,22,4,Night,0,0.0,High,3
D6547,2025-01-18 16:36:00,Appointment,07:30:00,0,0,2025-01-18 07:30:00,True,False,False,False,7,5,Morning,1,,High,3
D6548,2025-01-07 04:09:00,Medication,22:00:00,1,1,2025-01-07 22:00:00,False,False,False,True,22,1,Night,0,1.0,High,3
D6549,2025-01-26 02:10:00,Medication,13:00:00,1,0,2025-01-26 13:00:00,False,False,False,True,13,6,Afternoon,1,0.0,High,3
D6550,2025-01-21 10:56:00,Medication,16:30:00,0,0,2025-01-21 16:30:00,False,False,False,True,16,1,Afternoon,0,,High,3
D6551,2025-01-06 18:57:00,Hydration,15:00:00,0,0,2025-01-06 15:00:00,False,False,True,False,15,0,Afternoon,0,,Medium,2
D6552,2025-01-09 03:38:00,Hydration,18:30:00,1,1,2025-01-09 18:30:00,False,False,True,False,18,3,Evening,0,1.0,Medium,2
D6553,2025-01-25 00:49:00,Appointment,19:30:00,0,0,2025-01-25 19:30:00,True,False,False,False,19,5,Evening,1,,High,3
D6554,2025-01-09 02:56:00,Exercise,15:30:00,1,1,2025-01-09 15:30:00,False,True,False,False,15,3,Afternoon,0,1.0,Medium,2
D6555,2025-01-01 18:23:00,Appointment,15:00:00,1,1,2025-01-01 15:00:00,True,False,False,False,15,2,Afternoon,0,1.0,High,3
D6556,2025-01-22 10:25:00,Hydration,09:00:00,0,0,2025-01-22 09:00:00,False,False,True,False,9,2,Morning,0,,Medium,2
D6557,2025-01-22 21:43:00,Appointment,21:30:00,0,0,2025-01-22 21:30:00,True,False,False,False,21,2,Evening,0,,High,3
D6558,2025-01-03 21:24:00,Appointment,06:00:00,1,1,2025-01-03 06:00:00,True,False,False,False,6,4,Morning,0,1.0,High,3
D6559,2025-01-27 19:09:00,Exercise,14:00:00,0,0,2025-01-27 14:00:00,False,True,False,False,14,0,Afternoon,0,,Medium,2
D6560,2025-01-14 06:08:00,Hydration,13:30:00,0,0,2025-01-14 13:30:00,False,False,True,False,13,1,Afternoon,0,,Medium,2
D6561,2025-01-27 06:09:00,Hydration,09:00:00,1,1,2025-01-27 09:00:00,False,False,True,False,9,0,Morning,0,1.0,Medium,2
D6562,2025-01-26 15:04:00,Exercise,08:00:00,0,0,2025-01-26 08:00:00,False,True,False,False,8,6,Morning,1,,Medium,2
D6563,2025-01-15 17:05:00,Exercise,13:30:00,0,0,2025-01-15 13:30:00,False,True,False,False,13,2,Afternoon,0,,Medium,2
D6564,2025-01-20 19:41:00,Medication,16:00:00,1,1,2025-01-20 16:00:00,False,False,False,True,16,0,Afternoon,0,1.0,High,3
D6565,2025-01-01 16:38:00,Medication,16:30:00,0,0,2025-01-01 16:30:00,False,False,False,True,16,2,Afternoon,0,,High,3
D6566,2025-01-17 06:12:00,Hydration,13:00:00,0,0,2025-01-17 13:00:00,False,False,True,False,13,4,Afternoon,0,,Medium,2
D6567,2025-01-12 00:46:00,Hydration,22:30:00,0,0,2025-01-12 22:30:00,False,False,True,False,22,6,Night,1,,Medium,2
D6568,2025-01-06 13:10:00,Exercise,09:00:00,0,0,2025-01-06 09:00:00,False,True,False,False,9,0,Morning,0,,Medium,2
D6569,2025-01-26 07:52:00,Hydration,14:30:00,1,0,2025-01-26 14:30:00,False,False,True,False,14,6,Afternoon,1,0.0,Medium,2
D6570,2025-01-03 13:28:00,Medication,06:30:00,1,1,2025-01-03 06:30:00,False,False,False,True,6,4,Morning,0,1.0,High,3
D6571,2025-01-07 14:13:00,Appointment,18:00:00,1,1,2025-01-07 18:00:00,True,False,False,False,18,1,Evening,0,1.0,High,3
D6572,2025-01-29 23:45:00,Exercise,06:00:00,1,1,2025-01-29 06:00:00,False,True,False,False,6,2,Morning,0,1.0,Medium,2
D6573,2025-01-12 10:03:00,Hydration,16:00:00,1,0,2025-01-12 16:00:00,False,False,True,False,16,6,Afternoon,1,0.0,Medium,2
D6574,2025-01-18 14:06:00,Medication,19:30:00,0,0,2025-01-18 19:30:00,False,False,False,True,19,5,Evening,1,,High,3
D6575,2025-01-07 18:41:00,Exercise,07:00:00,1,0,2025-01-07 07:00:00,False,True,False,False,7,1,Morning,0,0.0,Medium,2
D6576,2025-01-27 00:58:00,Appointment,09:30:00,1,0,2025-01-27 09:30:00,True,False,False,False,9,0,Morning,0,0.0,High,3
D6577,2025-01-27 06:37:00,Medication,10:00:00,0,0,2025-01-27 10:00:00,False,False,False,True,10,0,Morning,0,,High,3
D6578,2025-01-28 00:50:00,Medication,12:00:00,0,0,2025-01-28 12:00:00,False,False,False,True,12,1,Afternoon,0,,High,3
D6579,2025-01-04 09:23:00,Hydration,15:00:00,1,0,2025-01-04 15:00:00,False,False,True,False,15,5,Afternoon,1,0.0,Medium,2
D6580,2025-01-08 02:38:00,Hydration,12:30:00,0,0,2025-01-08 12:30:00,False,False,True,False,12,2,Afternoon,0,,Medium,2
D6581,2025-01-08 14:45:00,Appointment,17:30:00,1,0,2025-01-08 17:30:00,True,False,False,False,17,2,Evening,0,0.0,High,3
D6582,2025-01-27 06:17:00,Appointment,14:30:00,0,0,2025-01-27 14:30:00,True,False,False,False,14,0,Afternoon,0,,High,3
D6583,2025-01-18 21:23:00,Appointment,07:00:00,1,1,2025-01-18 07:00:00,True,False,False,False,7,5,Morning,1,1.0,High,3
D6584,2025-01-04 08:42:00,Medication,17:00:00,0,0,2025-01-04 17:00:00,False,False,False,True,17,5,Evening,1,,High,3
D6585,2025-01-17 01:50:00,Appointment,10:30:00,1,1,2025-01-17 10:30:00,True,False,False,False,10,4,Morning,0,1.0,High,3
D6586,2025-01-24 12:47:00,Appointment,17:00:00,0,0,2025-01-24 17:00:00,True,False,False,False,17,4,Evening,0,,High,3
D6587,2025-01-02 15:26:00,Exercise,17:30:00,0,0,2025-01-02 17:30:00,False,True,False,False,17,3,Evening,0,,Medium,2
D6588,2025-01-04 01:56:00,Appointment,16:30:00,0,0,2025-01-04 16:30:00,True,False,False,False,16,5,Afternoon,1,,High,3
D6589,2025-01-15 00:58:00,Hydration,22:30:00,1,1,2025-01-15 22:30:00,False,False,True,False,22,2,Night,0,1.0,Medium,2
D6590,2025-01-25 00:55:00,Appointment,13:30:00,1,1,2025-01-25 13:30:00,True,False,False,False,13,5,Afternoon,1,1.0,High,3
D6591,2025-01-22 05:04:00,Medication,18:00:00,1,1,2025-01-22 18:00:00,False,False,False,True,18,2,Evening,0,1.0,High,3
D6592,2025-01-12 17:07:00,Hydration,14:00:00,0,0,2025-01-12 14:00:00,False,False,True,False,14,6,Afternoon,1,,Medium,2
D6593,2025-01-24 02:02:00,Hydration,19:30:00,0,0,2025-01-24 19:30:00,False,False,True,False,19,4,Evening,0,,Medium,2
D6594,2025-01-19 16:49:00,Hydration,11:30:00,0,0,2025-01-19 11:30:00,False,False,True,False,11,6,Morning,1,,Medium,2
D6595,2025-01-07 19:43:00,Hydration,20:30:00,0,0,2025-01-07 20:30:00,False,False,True,False,20,1,Evening,0,,Medium,2
D6596,2025-01-07 06:15:00,Exercise,06:30:00,0,0,2025-01-07 06:30:00,False,True,False,False,6,1,Morning,0,,Medium,2
D6597,2025-01-28 01:19:00,Appointment,18:30:00,0,0,2025-01-28 18:30:00,True,False,False,False,18,1,Evening,0,,High,3
D6598,2025-01-03 20:40:00,Medication,12:30:00,0,0,2025-01-03 12:30:00,False,False,False,True,12,4,Afternoon,0,,High,3
D6599,2025-01-11 03:46:00,Hydration,11:00:00,1,1,2025-01-11 11:00:00,False,False,True,False,11,5,Morning,1,1.0,Medium,2
