Device_ID,Timestamp,Movement_Activity,Fall_Detected,Impact_Force,Inactivity_Duration,Location,Alert_Triggered,Caregiver_Notified,Unnamed: 9,Movement_Lying,Movement_No Movement,Movement_Sitting,Movement_Walking,Location_Bathroom,Location_Bedroom,Location_Kitchen,Location_Living Room,Inactivity_Duration_normalized,Risk_Score,Hour,Day,Is_Night
D7381,2025-01-18 08:13:00,Walking,0,0.0,0,Bathroom,0,0,,False,False,False,True,True,False,False,False,0.0,0.0,8,18,False
D7382,2025-01-06 02:51:00,Lying,0,0.0,0,Bedroom,0,0,,True,False,False,False,False,True,False,False,0.0,0.0,2,6,True
D7383,2025-01-27 16:45:00,No Movement,1,0.0,451,Living Room,1,1,,False,True,False,False,False,False,False,True,0.7529215358931552,6.505843071786311,16,27,False
D7384,2025-01-22 11:18:00,Sitting,0,0.0,0,Kitchen,0,0,,False,False,True,False,False,False,True,False,0.0,0.0,11,22,False
D7385,2025-01-10 04:36:00,Sitting,0,0.0,0,Kitchen,0,0,,False,False,True,False,False,False,True,False,0.0,0.0,4,10,True
D7386,2025-01-05 11:12:00,Sitting,0,0.0,0,Bedroom,0,0,,False,False,True,False,False,True,False,False,0.0,0.0,11,5,False
D7387,2025-01-27 23:39:00,Lying,0,0.0,0,Bathroom,0,0,,True,False,False,False,True,False,False,False,0.0,0.0,23,27,True
D7388,2025-01-19 11:56:00,Walking,0,0.0,0,Living Room,0,0,,False,False,False,True,False,False,False,True,0.0,0.0,11,19,False
D7389,2025-01-23 17:37:00,Walking,0,0.0,0,Living Room,0,0,,False,False,False,True,False,False,False,True,0.0,0.0,17,23,False
D7390,2025-01-10 01:20:00,Lying,0,0.0,0,Living Room,0,0,,True,False,False,False,False,False,False,True,0.0,0.0,1,10,True
D7391,2025-01-28 12:32:00,Walking,0,0.0,0,Living Room,0,0,,False,False,False,True,False,False,False,True,0.0,0.0,12,28,False
D7392,2025-01-02 01:10:00,Sitting,0,0.0,0,Living Room,0,0,,False,False,True,False,False,False,False,True,0.0,0.0,1,2,True
D7393,2025-01-03 19:22:00,Sitting,0,0.0,0,Living Room,0,0,,False,False,True,False,False,False,False,True,0.0,0.0,19,3,False
D7394,2025-01-05 21:17:00,Lying,0,0.0,0,Bedroom,0,0,,True,False,False,False,False,True,False,False,0.0,0.0,21,5,False
D7395,2025-01-26 05:51:00,Lying,0,0.0,0,Bathroom,0,0,,True,False,False,False,True,False,False,False,0.0,0.0,5,26,True
D7396,2025-01-02 03:49:00,Walking,0,0.0,0,Bedroom,0,0,,False,False,False,True,False,True,False,False,0.0,0.0,3,2,True
D7397,2025-01-24 05:19:00,No Movement,0,0.0,0,Bathroom,0,0,,False,True,False,False,True,False,False,False,0.0,0.0,5,24,True
D7398,2025-01-15 07:54:00,Walking,0,0.0,0,Kitchen,0,0,,False,False,False,True,False,False,True,False,0.0,0.0,7,15,False
D7399,2025-01-18 12:36:00,Lying,0,0.0,0,Bedroom,0,0,,True,False,False,False,False,True,False,False,0.0,0.0,12,18,False
D7400,2025-01-17 09:32:00,Walking,0,0.0,0,Kitchen,0,0,,False,False,False,True,False,False,True,False,0.0,0.0,9,17,False
D7401,2025-01-13 00:32:00,No Movement,0,0.0,0,Bedroom,0,0,,False,True,False,False,False,True,False,False,0.0,0.0,0,13,True
D7402,2025-01-30 20:30:00,Lying,0,0.0,0,Bedroom,0,0,,True,False,False,False,False,True,False,False,0.0,0.0,20,30,False
D7403,2025-01-30 18:40:00,Walking,0,0.0,0,Kitchen,0,0,,False,False,False,True,False,False,True,False,0.0,0.0,18,30,False
D7404,2025-01-23 10:50:00,Lying,0,0.0,0,Bathroom,0,0,,True,False,False,False,True,False,False,False,0.0,0.0,10,23,False
D7405,2025-01-24 02:07:00,Walking,0,0.0,0,Living Room,0,0,,False,False,False,True,False,False,False,True,0.0,0.0,2,24,True
D7406,2025-01-16 16:23:00,Walking,0,0.0,0,Bedroom,0,0,,False,False,False,True,False,True,False,False,0.0,0.0,16,16,False
D7407,2025-01-15 17:30:00,Sitting,0,0.0,0,Living Room,0,0,,False,False,True,False,False,False,False,True,0.0,0.0,17,15,False
D7408,2025-01-11 08:25:00,Lying,0,0.0,0,Living Room,0,0,,True,False,False,False,False,False,False,True,0.0,0.0,8,11,False
D7409,2025-01-24 23:07:00,Walking,0,0.0,0,Living Room,0,0,,False,False,False,True,False,False,False,True,0.0,0.0,23,24,True
D7410,2025-01-11 05:34:00,No Movement,0,0.0,0,Bedroom,0,0,,False,True,False,False,False,True,False,False,0.0,0.0,5,11,True
D7411,2025-01-14 22:40:00,Sitting,0,0.0,0,Kitchen,0,0,,False,False,True,False,False,False,True,False,0.0,0.0,22,14,True
D7412,2025-01-12 23:42:00,Sitting,0,0.0,0,Living Room,0,0,,False,False,True,False,False,False,False,True,0.0,0.0,23,12,True
D7413,2025-01-04 02:20:00,Sitting,0,0.0,0,Bathroom,0,0,,False,False,True,False,True,False,False,False,0.0,0.0,2,4,True
D7414,2025-01-06 08:07:00,Lying,0,0.0,0,Living Room,0,0,,True,False,False,False,False,False,False,True,0.0,0.0,8,6,False
D7415,2025-01-30 18:15:00,No Movement,0,0.0,0,Bathroom,0,0,,False,True,False,False,True,False,False,False,0.0,0.0,18,30,False
D7416,2025-01-05 17:31:00,No Movement,0,0.0,0,Kitchen,0,0,,False,True,False,False,False,False,True,False,0.0,0.0,17,5,False
D7417,2025-01-06 10:09:00,No Movement,0,0.0,0,Kitchen,0,0,,False,True,False,False,False,False,True,False,0.0,0.0,10,6,False
D7418,2025-01-29 10:09:00,Lying,0,0.0,0,Living Room,0,0,,True,False,False,False,False,False,False,True,0.0,0.0,10,29,False
D7419,2025-01-30 11:53:00,Lying,0,0.0,0,Kitchen,0,0,,True,False,False,False,False,False,True,False,0.0,0.0,11,30,False
D7420,2025-01-27 12:54:00,Lying,0,0.0,0,Living Room,0,0,,True,False,False,False,False,False,False,True,0.0,0.0,12,27,False
D7421,2025-01-22 11:56:00,Walking,0,0.0,0,Bathroom,0,0,,False,False,False,True,True,False,False,False,0.0,0.0,11,22,False
D7422,2025-01-14 12:37:00,Walking,0,0.0,0,Kitchen,0,0,,False,False,False,True,False,False,True,False,0.0,0.0,12,14,False
D7423,2025-01-27 12:25:00,Walking,0,0.0,0,Kitchen,0,0,,False,False,False,True,False,False,True,False,0.0,0.0,12,27,False
D7424,2025-01-05 02:55:00,Walking,0,0.0,0,Bedroom,0,0,,False,False,False,True,False,True,False,False,0.0,0.0,2,5,True
D7425,2025-01-08 16:00:00,Lying,0,0.0,0,Bathroom,0,0,,True,False,False,False,True,False,False,False,0.0,0.0,16,8,False
D7426,2025-01-15 10:22:00,Lying,0,0.0,0,Kitchen,0,0,,True,False,False,False,False,False,True,False,0.0,0.0,10,15,False
D7427,2025-01-27 06:51:00,No Movement,0,0.0,0,Bathroom,0,0,,False,True,False,False,True,False,False,False,0.0,0.0,6,27,False
D7428,2025-01-14 12:50:00,No Movement,0,0.0,0,Kitchen,0,0,,False,True,False,False,False,False,True,False,0.0,0.0,12,14,False
D7429,2025-01-18 17:13:00,No Movement,0,0.0,0,Kitchen,0,0,,False,True,False,False,False,False,True,False,0.0,0.0,17,18,False
D7430,2025-01-18 04:42:00,Sitting,0,0.0,0,Living Room,0,0,,False,False,True,False,False,False,False,True,0.0,0.0,4,18,True
D7431,2025-01-23 14:57:00,Walking,0,0.0,0,Living Room,0,0,,False,False,False,True,False,False,False,True,0.0,0.0,14,23,False
D7432,2025-01-22 21:18:00,No Movement,1,0.0,226,Bathroom,1,1,,False,True,False,False,True,False,False,False,0.3772954924874791,5.754590984974958,21,22,False
D7433,2025-01-23 12:18:00,Lying,0,0.0,0,Bedroom,0,0,,True,False,False,False,False,True,False,False,0.0,0.0,12,23,False
D7434,2025-01-10 01:41:00,Sitting,0,0.0,0,Bathroom,0,0,,False,False,True,False,True,False,False,False,0.0,0.0,1,10,True
D7435,2025-01-15 03:41:00,Lying,0,0.0,0,Bedroom,0,0,,True,False,False,False,False,True,False,False,0.0,0.0,3,15,True
D7436,2025-01-17 18:48:00,Walking,0,0.0,0,Bathroom,0,0,,False,False,False,True,True,False,False,False,0.0,0.0,18,17,False
D7437,2025-01-07 11:01:00,Walking,0,0.0,0,Bathroom,0,0,,False,False,False,True,True,False,False,False,0.0,0.0,11,7,False
D7438,2025-01-16 06:15:00,No Movement,0,0.0,0,Kitchen,0,0,,False,True,False,False,False,False,True,False,0.0,0.0,6,16,False
D7439,2025-01-15 06:36:00,Lying,0,0.0,0,Bedroom,0,0,,True,False,False,False,False,True,False,False,0.0,0.0,6,15,False
D7440,2025-01-24 14:04:00,No Movement,1,0.0,364,Kitchen,1,1,,False,True,False,False,False,False,True,False,0.6076794657762938,6.215358931552588,14,24,False
D7441,2025-01-30 13:55:00,Sitting,0,0.0,0,Bathroom,0,0,,False,False,True,False,True,False,False,False,0.0,0.0,13,30,False
D7442,2025-01-21 19:52:00,Walking,0,0.0,0,Bedroom,0,0,,False,False,False,True,False,True,False,False,0.0,0.0,19,21,False
D7443,2025-01-04 13:52:00,No Movement,0,0.0,0,Kitchen,0,0,,False,True,False,False,False,False,True,False,0.0,0.0,13,4,False
D7444,2025-01-11 01:43:00,Sitting,0,0.0,0,Living Room,0,0,,False,False,True,False,False,False,False,True,0.0,0.0,1,11,True
D7445,2025-01-23 22:27:00,No Movement,1,0.0,34,Bedroom,0,0,,False,True,False,False,False,True,False,False,0.05676126878130217,5.113522537562605,22,23,True
D7446,2025-01-16 02:02:00,Sitting,0,0.0,0,Living Room,0,0,,False,False,True,False,False,False,False,True,0.0,0.0,2,16,True
D7447,2025-01-12 15:01:00,No Movement,0,0.0,0,Bathroom,0,0,,False,True,False,False,True,False,False,False,0.0,0.0,15,12,False
D7448,2025-01-11 00:46:00,Sitting,0,0.0,0,Bedroom,0,0,,False,False,True,False,False,True,False,False,0.0,0.0,0,11,True
D7449,2025-01-03 08:25:00,Lying,0,0.0,0,Kitchen,0,0,,True,False,False,False,False,False,True,False,0.0,0.0,8,3,False
D7450,2025-01-14 18:00:00,Walking,0,0.0,0,Bedroom,0,0,,False,False,False,True,False,True,False,False,0.0,0.0,18,14,False
D7451,2025-01-09 14:05:00,Walking,0,0.0,0,Bathroom,0,0,,False,False,False,True,True,False,False,False,0.0,0.0,14,9,False
D7452,2025-01-10 04:32:00,Lying,0,0.0,0,Bathroom,0,0,,True,False,False,False,True,False,False,False,0.0,0.0,4,10,True
D7453,2025-01-02 03:44:00,Lying,0,0.0,0,Kitchen,0,0,,True,False,False,False,False,False,True,False,0.0,0.0,3,2,True
D7454,2025-01-06 17:01:00,Walking,0,0.0,0,Kitchen,0,0,,False,False,False,True,False,False,True,False,0.0,0.0,17,6,False
D7455,2025-01-27 23:28:00,Lying,0,0.0,0,Kitchen,0,0,,True,False,False,False,False,False,True,False,0.0,0.0,23,27,True
D7456,2025-01-01 05:51:00,Walking,0,0.0,0,Bedroom,0,0,,False,False,False,True,False,True,False,False,0.0,0.0,5,1,True
D7457,2025-01-27 08:33:00,Sitting,0,0.0,0,Living Room,0,0,,False,False,True,False,False,False,False,True,0.0,0.0,8,27,False
D7458,2025-01-13 13:30:00,Sitting,0,0.0,0,Living Room,0,0,,False,False,True,False,False,False,False,True,0.0,0.0,13,13,False
D7459,2025-01-06 18:58:00,Walking,0,0.0,0,Bathroom,0,0,,False,False,False,True,True,False,False,False,0.0,0.0,18,6,False
D7460,2025-01-09 06:48:00,No Movement,0,0.0,0,Living Room,0,0,,False,True,False,False,False,False,False,True,0.0,0.0,6,9,False
D7461,2025-01-23 14:22:00,Sitting,0,0.0,0,Living Room,0,0,,False,False,True,False,False,False,False,True,0.0,0.0,14,23,False
D7462,2025-01-08 16:56:00,Walking,0,0.0,0,Bathroom,0,0,,False,False,False,True,True,False,False,False,0.0,0.0,16,8,False
D7463,2025-01-23 16:30:00,No Movement,0,0.0,0,Living Room,0,0,,False,True,False,False,False,False,False,True,0.0,0.0,16,23,False
D7464,2025-01-25 21:17:00,Sitting,0,0.0,0,Kitchen,0,0,,False,False,True,False,False,False,True,False,0.0,0.0,21,25,False
D7465,2025-01-02 14:07:00,Lying,0,0.0,0,Bedroom,0,0,,True,False,False,False,False,True,False,False,0.0,0.0,14,2,False
D7466,2025-01-25 03:51:00,No Movement,0,0.0,0,Kitchen,0,0,,False,True,False,False,False,False,True,False,0.0,0.0,3,25,True
D7467,2025-01-09 20:26:00,No Movement,0,0.0,0,Kitchen,0,0,,False,True,False,False,False,False,True,False,0.0,0.0,20,9,False
D7468,2025-01-02 04:27:00,Sitting,0,0.0,0,Bedroom,0,0,,False,False,True,False,False,True,False,False,0.0,0.0,4,2,True
D7469,2025-01-03 07:03:00,Walking,0,0.0,0,Bedroom,0,0,,False,False,False,True,False,True,False,False,0.0,0.0,7,3,False
D7470,2025-01-04 19:18:00,Sitting,0,0.0,0,Bathroom,0,0,,False,False,True,False,True,False,False,False,0.0,0.0,19,4,False
D7471,2025-01-20 11:17:00,Walking,0,0.0,0,Kitchen,0,0,,False,False,False,True,False,False,True,False,0.0,0.0,11,20,False
D7472,2025-01-26 03:39:00,Lying,0,0.0,0,Bedroom,0,0,,True,False,False,False,False,True,False,False,0.0,0.0,3,26,True
D7473,2025-01-16 07:01:00,Walking,0,0.0,0,Bedroom,0,0,,False,False,False,True,False,True,False,False,0.0,0.0,7,16,False
D7474,2025-01-28 15:44:00,Lying,0,0.0,0,Kitchen,0,0,,True,False,False,False,False,False,True,False,0.0,0.0,15,28,False
D7475,2025-01-16 18:50:00,Sitting,0,0.0,0,Bathroom,0,0,,False,False,True,False,True,False,False,False,0.0,0.0,18,16,False
D7476,2025-01-23 11:29:00,Walking,0,0.0,0,Bathroom,0,0,,False,False,False,True,True,False,False,False,0.0,0.0,11,23,False
D7477,2025-01-27 06:57:00,Walking,0,0.0,0,Kitchen,0,0,,False,False,False,True,False,False,True,False,0.0,0.0,6,27,False
D7478,2025-01-10 12:24:00,Sitting,0,0.0,0,Living Room,0,0,,False,False,True,False,False,False,False,True,0.0,0.0,12,10,False
D7479,2025-01-03 18:50:00,Walking,0,0.0,0,Bedroom,0,0,,False,False,False,True,False,True,False,False,0.0,0.0,18,3,False
D7480,2025-01-18 05:14:00,No Movement,0,0.0,0,Bathroom,0,0,,False,True,False,False,True,False,False,False,0.0,0.0,5,18,True
D7481,2025-01-29 15:50:00,Walking,0,0.0,0,Bedroom,0,0,,False,False,False,True,False,True,False,False,0.0,0.0,15,29,False
D7482,2025-01-22 23:13:00,Sitting,0,0.0,0,Living Room,0,0,,False,False,True,False,False,False,False,True,0.0,0.0,23,22,True
D7483,2025-01-09 21:31:00,Lying,0,0.0,0,Living Room,0,0,,True,False,False,False,False,False,False,True,0.0,0.0,21,9,False
D7484,2025-01-27 10:44:00,No Movement,0,0.0,0,Bathroom,0,0,,False,True,False,False,True,False,False,False,0.0,0.0,10,27,False
D7485,2025-01-03 08:50:00,Sitting,0,0.0,0,Bathroom,0,0,,False,False,True,False,True,False,False,False,0.0,0.0,8,3,False
D7486,2025-01-03 03:18:00,Walking,0,0.0,0,Living Room,0,0,,False,False,False,True,False,False,False,True,0.0,0.0,3,3,True
D7487,2025-01-29 12:02:00,No Movement,0,0.0,0,Kitchen,0,0,,False,True,False,False,False,False,True,False,0.0,0.0,12,29,False
D7488,2025-01-02 01:32:00,Walking,0,0.0,0,Bedroom,0,0,,False,False,False,True,False,True,False,False,0.0,0.0,1,2,True
D7489,2025-01-02 02:12:00,Walking,0,0.0,0,Kitchen,0,0,,False,False,False,True,False,False,True,False,0.0,0.0,2,2,True
D7490,2025-01-18 08:59:00,Sitting,0,0.0,0,Living Room,0,0,,False,False,True,False,False,False,False,True,0.0,0.0,8,18,False
D7491,2025-01-03 14:15:00,Sitting,0,0.0,0,Bedroom,0,0,,False,False,True,False,False,True,False,False,0.0,0.0,14,3,False
D7492,2025-01-29 01:34:00,Lying,0,0.0,0,Living Room,0,0,,True,False,False,False,False,False,False,True,0.0,0.0,1,29,True
D7493,2025-01-05 05:22:00,Sitting,0,0.0,0,Living Room,0,0,,False,False,True,False,False,False,False,True,0.0,0.0,5,5,True
D7494,2025-01-12 18:11:00,Walking,0,0.0,0,Living Room,0,0,,False,False,False,True,False,False,False,True,0.0,0.0,18,12,False
D7495,2025-01-11 18:52:00,No Movement,0,0.0,0,Living Room,0,0,,False,True,False,False,False,False,False,True,0.0,0.0,18,11,False
D7496,2025-01-20 19:53:00,Walking,0,0.0,0,Bedroom,0,0,,False,False,False,True,False,True,False,False,0.0,0.0,19,20,False
D7497,2025-01-24 08:20:00,Sitting,0,0.0,0,Kitchen,0,0,,False,False,True,False,False,False,True,False,0.0,0.0,8,24,False
D7498,2025-01-11 16:23:00,No Movement,1,0.0,376,Bedroom,1,1,,False,True,False,False,False,True,False,False,0.6277128547579299,6.25542570951586,16,11,False
D7499,2025-01-03 17:50:00,Walking,0,0.0,0,Kitchen,0,0,,False,False,False,True,False,False,True,False,0.0,0.0,17,3,False
D7500,2025-01-04 14:05:00,Lying,0,0.0,0,Kitchen,0,0,,True,False,False,False,False,False,True,False,0.0,0.0,14,4,False
D7501,2025-01-01 21:44:00,Lying,0,0.0,0,Bedroom,0,0,,True,False,False,False,False,True,False,False,0.0,0.0,21,1,False
D7502,2025-01-19 16:04:00,Sitting,0,0.0,0,Bathroom,0,0,,False,False,True,False,True,False,False,False,0.0,0.0,16,19,False
D7503,2025-01-03 03:07:00,Sitting,0,0.0,0,Bathroom,0,0,,False,False,True,False,True,False,False,False,0.0,0.0,3,3,True
D7504,2025-01-06 20:38:00,No Movement,0,0.0,0,Bedroom,0,0,,False,True,False,False,False,True,False,False,0.0,0.0,20,6,False
D7505,2025-01-24 21:48:00,No Movement,0,0.0,0,Bedroom,0,0,,False,True,False,False,False,True,False,False,0.0,0.0,21,24,False
D7506,2025-01-07 04:54:00,Sitting,0,0.0,0,Kitchen,0,0,,False,False,True,False,False,False,True,False,0.0,0.0,4,7,True
D7507,2025-01-30 22:07:00,Sitting,0,0.0,0,Bedroom,0,0,,False,False,True,False,False,True,False,False,0.0,0.0,22,30,True
D7508,2025-01-12 12:48:00,Lying,0,0.0,0,Living Room,0,0,,True,False,False,False,False,False,False,True,0.0,0.0,12,12,False
D7509,2025-01-16 22:21:00,Walking,0,0.0,0,Living Room,0,0,,False,False,False,True,False,False,False,True,0.0,0.0,22,16,True
D7510,2025-01-18 14:40:00,Lying,0,0.0,0,Kitchen,0,0,,True,False,False,False,False,False,True,False,0.0,0.0,14,18,False
D7511,2025-01-14 08:54:00,Walking,0,0.0,0,Living Room,0,0,,False,False,False,True,False,False,False,True,0.0,0.0,8,14,False
D7512,2025-01-24 09:01:00,No Movement,0,0.0,0,Living Room,0,0,,False,True,False,False,False,False,False,True,0.0,0.0,9,24,False
D7513,2025-01-04 22:28:00,Walking,0,0.0,0,Bathroom,0,0,,False,False,False,True,True,False,False,False,0.0,0.0,22,4,True
D7514,2025-01-02 00:50:00,No Movement,0,0.0,0,Living Room,0,0,,False,True,False,False,False,False,False,True,0.0,0.0,0,2,True
D7515,2025-01-08 19:15:00,Walking,0,0.0,0,Bedroom,0,0,,False,False,False,True,False,True,False,False,0.0,0.0,19,8,False
D7516,2025-01-14 06:58:00,No Movement,1,0.0,126,Kitchen,1,1,,False,True,False,False,False,False,True,False,0.21035058430717865,5.420701168614357,6,14,False
D7517,2025-01-21 05:15:00,No Movement,0,0.0,0,Living Room,0,0,,False,True,False,False,False,False,False,True,0.0,0.0,5,21,True
D7518,2025-01-10 07:10:00,Sitting,0,0.0,0,Kitchen,0,0,,False,False,True,False,False,False,True,False,0.0,0.0,7,10,False
D7519,2025-01-29 18:59:00,Lying,0,0.0,0,Kitchen,0,0,,True,False,False,False,False,False,True,False,0.0,0.0,18,29,False
D7520,2025-01-28 09:33:00,No Movement,1,0.0,229,Bedroom,0,0,,False,True,False,False,False,True,False,False,0.3823038397328882,5.764607679465776,9,28,False
D7521,2025-01-06 10:03:00,Lying,0,0.0,0,Bedroom,0,0,,True,False,False,False,False,True,False,False,0.0,0.0,10,6,False
D7522,2025-01-16 17:44:00,Walking,0,0.0,0,Bedroom,0,0,,False,False,False,True,False,True,False,False,0.0,0.0,17,16,False
D7523,2025-01-17 10:23:00,Sitting,0,0.0,0,Living Room,0,0,,False,False,True,False,False,False,False,True,0.0,0.0,10,17,False
D7524,2025-01-09 05:14:00,Lying,0,0.0,0,Bedroom,0,0,,True,False,False,False,False,True,False,False,0.0,0.0,5,9,True
D7525,2025-01-26 19:58:00,Walking,0,0.0,0,Bathroom,0,0,,False,False,False,True,True,False,False,False,0.0,0.0,19,26,False
D7526,2025-01-18 05:40:00,Lying,0,0.0,0,Kitchen,0,0,,True,False,False,False,False,False,True,False,0.0,0.0,5,18,True
D7527,2025-01-14 14:54:00,Walking,0,0.0,0,Kitchen,0,0,,False,False,False,True,False,False,True,False,0.0,0.0,14,14,False
D7528,2025-01-27 07:54:00,No Movement,0,0.0,0,Bedroom,0,0,,False,True,False,False,False,True,False,False,0.0,0.0,7,27,False
D7529,2025-01-30 02:53:00,Lying,0,0.0,0,Kitchen,0,0,,True,False,False,False,False,False,True,False,0.0,0.0,2,30,True
D7530,2025-01-21 01:49:00,Lying,0,0.0,0,Bedroom,0,0,,True,False,False,False,False,True,False,False,0.0,0.0,1,21,True
D7531,2025-01-01 11:21:00,Sitting,0,0.0,0,Kitchen,0,0,,False,False,True,False,False,False,True,False,0.0,0.0,11,1,False
D7532,2025-01-27 00:40:00,Sitting,0,0.0,0,Bedroom,0,0,,False,False,True,False,False,True,False,False,0.0,0.0,0,27,True
D7533,2025-01-06 03:50:00,Walking,0,0.0,0,Kitchen,0,0,,False,False,False,True,False,False,True,False,0.0,0.0,3,6,True
D7534,2025-01-11 00:46:00,Walking,0,0.0,0,Living Room,0,0,,False,False,False,True,False,False,False,True,0.0,0.0,0,11,True
D7535,2025-01-11 14:00:00,Sitting,0,0.0,0,Kitchen,0,0,,False,False,True,False,False,False,True,False,0.0,0.0,14,11,False
D7536,2025-01-04 09:04:00,Lying,0,0.0,0,Bathroom,0,0,,True,False,False,False,True,False,False,False,0.0,0.0,9,4,False
D7537,2025-01-10 14:40:00,No Movement,1,0.0,313,Living Room,0,0,,False,True,False,False,False,False,False,True,0.5225375626043406,6.045075125208681,14,10,False
D7538,2025-01-17 05:10:00,Sitting,0,0.0,0,Living Room,0,0,,False,False,True,False,False,False,False,True,0.0,0.0,5,17,True
D7539,2025-01-14 05:58:00,Lying,0,0.0,0,Kitchen,0,0,,True,False,False,False,False,False,True,False,0.0,0.0,5,14,True
D7540,2025-01-20 06:43:00,Lying,0,0.0,0,Bedroom,0,0,,True,False,False,False,False,True,False,False,0.0,0.0,6,20,False
D7541,2025-01-28 00:29:00,Walking,0,0.0,0,Bathroom,0,0,,False,False,False,True,True,False,False,False,0.0,0.0,0,28,True
D7542,2025-01-05 23:54:00,Lying,0,0.0,0,Bedroom,0,0,,True,False,False,False,False,True,False,False,0.0,0.0,23,5,True
D7543,2025-01-21 14:52:00,No Movement,0,0.0,0,Bathroom,0,0,,False,True,False,False,True,False,False,False,0.0,0.0,14,21,False
D7544,2025-01-19 00:02:00,Sitting,0,0.0,0,Kitchen,0,0,,False,False,True,False,False,False,True,False,0.0,0.0,0,19,True
D7545,2025-01-20 13:42:00,Lying,0,0.0,0,Living Room,0,0,,True,False,False,False,False,False,False,True,0.0,0.0,13,20,False
D7546,2025-01-01 02:13:00,Sitting,0,0.0,0,Bathroom,0,0,,False,False,True,False,True,False,False,False,0.0,0.0,2,1,True
D7547,2025-01-05 18:22:00,Walking,0,0.0,0,Living Room,0,0,,False,False,False,True,False,False,False,True,0.0,0.0,18,5,False
D7548,2025-01-03 11:11:00,Lying,0,0.0,0,Bathroom,0,0,,True,False,False,False,True,False,False,False,0.0,0.0,11,3,False
D7549,2025-01-25 09:22:00,Walking,0,0.0,0,Living Room,0,0,,False,False,False,True,False,False,False,True,0.0,0.0,9,25,False
D7550,2025-01-04 03:03:00,Sitting,0,0.0,0,Kitchen,0,0,,False,False,True,False,False,False,True,False,0.0,0.0,3,4,True
D7551,2025-01-03 21:44:00,Walking,0,0.0,0,Kitchen,0,0,,False,False,False,True,False,False,True,False,0.0,0.0,21,3,False
D7552,2025-01-04 14:34:00,Sitting,0,0.0,0,Kitchen,0,0,,False,False,True,False,False,False,True,False,0.0,0.0,14,4,False
D7553,2025-01-15 18:18:00,Sitting,0,0.0,0,Kitchen,0,0,,False,False,True,False,False,False,True,False,0.0,0.0,18,15,False
D7554,2025-01-24 06:19:00,Lying,0,0.0,0,Bathroom,0,0,,True,False,False,False,True,False,False,False,0.0,0.0,6,24,False
D7555,2025-01-02 15:03:00,Sitting,0,0.0,0,Kitchen,0,0,,False,False,True,False,False,False,True,False,0.0,0.0,15,2,False
D7556,2025-01-22 06:26:00,No Movement,0,0.0,0,Kitchen,0,0,,False,True,False,False,False,False,True,False,0.0,0.0,6,22,False
D7557,2025-01-19 19:41:00,Walking,0,0.0,0,Bedroom,0,0,,False,False,False,True,False,True,False,False,0.0,0.0,19,19,False
D7558,2025-01-11 00:16:00,No Movement,0,0.0,0,Kitchen,0,0,,False,True,False,False,False,False,True,False,0.0,0.0,0,11,True
D7559,2025-01-30 01:18:00,Walking,0,0.0,0,Living Room,0,0,,False,False,False,True,False,False,False,True,0.0,0.0,1,30,True
D7560,2025-01-25 17:11:00,Lying,0,0.0,0,Kitchen,0,0,,True,False,False,False,False,False,True,False,0.0,0.0,17,25,False
D7561,2025-01-09 00:25:00,Sitting,0,0.0,0,Bedroom,0,0,,False,False,True,False,False,True,False,False,0.0,0.0,0,9,True
D7562,2025-01-19 16:46:00,Walking,0,0.0,0,Living Room,0,0,,False,False,False,True,False,False,False,True,0.0,0.0,16,19,False
D7563,2025-01-29 03:12:00,Lying,0,0.0,0,Living Room,0,0,,True,False,False,False,False,False,False,True,0.0,0.0,3,29,True
D7564,2025-01-16 18:47:00,Sitting,0,0.0,0,Bedroom,0,0,,False,False,True,False,False,True,False,False,0.0,0.0,18,16,False
D7565,2025-01-16 01:16:00,Lying,0,0.0,0,Kitchen,0,0,,True,False,False,False,False,False,True,False,0.0,0.0,1,16,True
D7566,2025-01-28 07:08:00,No Movement,0,0.0,0,Bedroom,0,0,,False,True,False,False,False,True,False,False,0.0,0.0,7,28,False
D7567,2025-01-22 23:44:00,Walking,0,0.0,0,Kitchen,0,0,,False,False,False,True,False,False,True,False,0.0,0.0,23,22,True
D7568,2025-01-09 19:16:00,No Movement,0,0.0,0,Living Room,0,0,,False,True,False,False,False,False,False,True,0.0,0.0,19,9,False
D7569,2025-01-14 10:36:00,Sitting,0,0.0,0,Bedroom,0,0,,False,False,True,False,False,True,False,False,0.0,0.0,10,14,False
D7570,2025-01-25 04:36:00,Sitting,0,0.0,0,Kitchen,0,0,,False,False,True,False,False,False,True,False,0.0,0.0,4,25,True
D7571,2025-01-30 22:49:00,No Movement,0,0.0,0,Bedroom,0,0,,False,True,False,False,False,True,False,False,0.0,0.0,22,30,True
D7572,2025-01-21 02:45:00,Walking,0,0.0,0,Bathroom,0,0,,False,False,False,True,True,False,False,False,0.0,0.0,2,21,True
D7573,2025-01-12 22:37:00,Walking,0,0.0,0,Bedroom,0,0,,False,False,False,True,False,True,False,False,0.0,0.0,22,12,True
D7574,2025-01-16 13:53:00,No Movement,1,0.0,83,Bathroom,0,0,,False,True,False,False,True,False,False,False,0.13856427378964942,5.277128547579299,13,16,False
D7575,2025-01-04 04:01:00,No Movement,0,0.0,0,Bathroom,0,0,,False,True,False,False,True,False,False,False,0.0,0.0,4,4,True
